taxon;taxonid;taxon_group;tax_orig;tax_origid;tax_orig_taal;tax_canon
Tetralophozia;INBSYS0000002031;BR;Tetralophozia;INBSYS0000002031;Sci;Tetralophozia
Tetralophozia setiformis (Ehrh.) Schljakov;INBSYS0000001197;BR;Tetralophozia setiformis (Ehrh.) Schljakov;INBSYS0000001197;Sci;Tetralophozia setiformis
Tetraphis;INBSYS0000002032;BR;Tetraphis;INBSYS0000002032;Sci;Tetraphis
Tetraphis pellucida Hedw.;INBSYS0000001679;BR;Tetraphis pellucida Hedw.;INBSYS0000001679;Sci;Tetraphis pellucida
Tetraplodon;INBSYS0000002033;BR;Tetraplodon;INBSYS0000002033;Sci;Tetraplodon
Tetraplodon mnioides (Hedw.) Bruch & Schimp.;INBSYS0000001242;BR;Tetraplodon mnioides (Hedw.) Bruch & Schimp.;INBSYS0000001242;Sci;Tetraplodon mnioides
Tetrodontium;INBSYS0000002034;BR;Tetrodontium;INBSYS0000002034;Sci;Tetrodontium
Tetrodontium brownianum (Dicks.) Schwägr.;INBSYS0000001188;BR;Tetrodontium brownianum (Dicks.) Schwägr.;INBSYS0000001188;Sci;Tetrodontium brownianum
Teucrium;INBSYS0000015854;VP;Teucrium;INBSYS0000015854;Sci;Teucrium
Teucrium botrys L.;INBSYS0000014622;VP;Teucrium botrys L.;INBSYS0000014622;Sci;Teucrium botrys
Teucrium chamaedrys L.;INBSYS0000014620;VP;Teucrium chamaedrys L.;INBSYS0000014620;Sci;Teucrium chamaedrys
Teucrium montanum L.;INBSYS0000008358;VP;Teucrium montanum L.;INBSYS0000008358;Sci;Teucrium montanum
Teucrium scordium L.;INBSYS0000014621;VP;Teucrium scordium L.;INBSYS0000014621;Sci;Teucrium scordium
Teucrium scorodonia L.;INBSYS0000014623;VP;Teucrium scorodonia L.;INBSYS0000014623;Sci;Teucrium scorodonia
Thalictrum;INBSYS0000015855;VP;Thalictrum;INBSYS0000015855;Sci;Thalictrum
Thalictrum aquilegiifolium L.;INBSYS0000015162;VP;Thalictrum aquilegiifolium L.;INBSYS0000015162;Sci;Thalictrum aquilegiifolium
Thalictrum flavum L.;INBSYS0000013842;VP;Thalictrum flavum L.;INBSYS0000013842;Sci;Thalictrum flavum
Thalictrum minus L.;INBSYS0000013843;VP;Thalictrum minus L.;INBSYS0000013843;Sci;Thalictrum minus
Thalictrum minus L. subsp. dunense (Dum.) Rouy et Fouc.;TX2009083117361443;VP;Thalictrum minus L. subsp. dunense (Dum.) Rouy et Fouc.;TX2009083117361443;Sci;Thalictrum minus subsp. dunense
Thalictrum minus L. subsp. pratense (F.W. Schultz) Hand;TX2009083117361643;VP;Thalictrum minus L. subsp. pratense (F.W. Schultz) Hand;TX2009083117361643;Sci;Thalictrum minus subsp. pratense
Thamnobryum;INBSYS0000002035;BR;Thamnobryum;INBSYS0000002035;Sci;Thamnobryum
Thamnobryum alopecurum (Hedw.) Gangulee;INBSYS0000001256;BR;Thamnobryum alopecurum (Hedw.) Gangulee;INBSYS0000001256;Sci;Thamnobryum alopecurum
Thelidium;TX2009083118164753;LI;Thelidium;TX2009083118164753;Sci;Thelidium
Thelidium decipiens (Nyl.) Krempelh.;TX2009083118164237;LI;Thelidium decipiens (Nyl.) Krempelh.;TX2009083118164237;Sci;Thelidium decipiens
Thelidium dionantense Zahlbr.;TX2009083118164337;LI;Thelidium dionantense Zahlbr.;TX2009083118164337;Sci;Thelidium dionantense
Thelidium minimum (A. Massal. ex Körb.) Arnold;TX2009083118164437;LI;Thelidium minimum (A. Massal. ex Körb.) Arnold;TX2009083118164437;Sci;Thelidium minimum
Thelidium minutulum Körber;TI2025042200003451;LI;Thelidium minutulum Körber;TI2025042200003451;Sci;Thelidium minutulum
Thelidium olivaceum Körb.;TX2009083118164653;LI;Thelidium olivaceum Körb.;TX2009083118164653;Sci;Thelidium olivaceum
Thelidium zwackhii (Hepp) A. Massal.;INBSYS0000058867;LI;Thelidium zwackhii (Hepp) A. Massal.;INBSYS0000058867;Sci;Thelidium zwackhii
Thelocarpon;TX2009083118163721;LI;Thelocarpon;TX2009083118163721;Sci;Thelocarpon
Thelocarpon citrum (Wallr.) Rossman;TX2009083118162906;LI;Thelocarpon citrum (Wallr.) Rossman;TX2009083118162906;Sci;Thelocarpon citrum
Thelocarpon coccosporum Lettau;INBSYS0000057017;LI;Thelocarpon coccosporum Lettau;INBSYS0000057017;Sci;Thelocarpon coccosporum
Thelocarpon epibolum Nyl.;INBSYS0000057898;LI;Thelocarpon epibolum Nyl.;INBSYS0000057898;Sci;Thelocarpon epibolum
Thelocarpon imperceptum (Nyl.) Mig.;TX2009083118163221;LI;Thelocarpon imperceptum (Nyl.) Mig.;TX2009083118163221;Sci;Thelocarpon imperceptum
Thelocarpon impressellum Nyl.;TX2009083118163006;LI;Thelocarpon impressellum Nyl.;TX2009083118163006;Sci;Thelocarpon impressellum
Thelocarpon intermediellum Nyl.;INBSYS0000057899;LI;Thelocarpon intermediellum Nyl.;INBSYS0000057899;Sci;Thelocarpon intermediellum
Thelocarpon laureri (Flot.) Nyl.;INBSYS0000057900;LI;Thelocarpon laureri (Flot.) Nyl.;INBSYS0000057900;Sci;Thelocarpon laureri
Thelocarpon lichenicola (Fuckel) Poelt & Hafellner;INBSYS0000057901;LI;Thelocarpon lichenicola (Fuckel) Poelt & Hafellner;INBSYS0000057901;Sci;Thelocarpon lichenicola
Thelocarpon olivaceum de Lesd.;TX2009083118163521;LI;Thelocarpon olivaceum de Lesd.;TX2009083118163521;Sci;Thelocarpon olivaceum
Thelocarpon pallidum G. Salisb.;TX2009083118163621;LI;Thelocarpon pallidum G. Salisb.;TX2009083118163621;Sci;Thelocarpon pallidum
Thelocarpon sphaerosporum H. Magn.;TX2009083118163821;LI;Thelocarpon sphaerosporum H. Magn.;TX2009083118163821;Sci;Thelocarpon sphaerosporum
Thelocarpon strasseri Zahlbr.;INBSYS0000057520;LI;Thelocarpon strasseri Zahlbr.;INBSYS0000057520;Sci;Thelocarpon strasseri
Thelotrema lepadinum (Ach.) Ach.;INBSYS0000057611;LI;Thelotrema lepadinum (Ach.) Ach.;INBSYS0000057611;Sci;Thelotrema lepadinum
Thelypteris;INBSYS0000015856;VP;Thelypteris;INBSYS0000015856;Sci;Thelypteris
Thelypteris palustris Schott;INBSYS0000013539;VP;Thelypteris palustris Schott;INBSYS0000013539;Sci;Thelypteris palustris
Thesium;INBSYS0000015857;VP;Thesium;INBSYS0000015857;Sci;Thesium
Thesium alpinum L.;INBSYS0000008354;VP;Thesium alpinum L.;INBSYS0000008354;Sci;Thesium alpinum
Thesium divaricatum Jan ex Mert. et Koch;INBSYS0000008353;VP;Thesium divaricatum Jan ex Mert. et Koch;INBSYS0000008353;Sci;Thesium divaricatum
Thesium humifusum DC.;INBSYS0000014300;VP;Thesium humifusum DC.;INBSYS0000014300;Sci;Thesium humifusum
Thesium pyrenaicum Pourr.;INBSYS0000008350;VP;Thesium pyrenaicum Pourr.;INBSYS0000008350;Sci;Thesium pyrenaicum
Thlaspi;INBSYS0000015858;VP;Thlaspi;INBSYS0000015858;Sci;Thlaspi
Thlaspi arvense L.;INBSYS0000013903;VP;Thlaspi arvense L.;INBSYS0000013903;Sci;Thlaspi arvense
Thlaspi caerulescens J. et C. Presl;INBSYS0000008345;VP;Thlaspi caerulescens J. et C. Presl;INBSYS0000008345;Sci;Thlaspi caerulescens
Thlaspi caerulescens J. et C. Presl subsp. calaminare (Lej.) Dvoráková;TX2009083117362875;VP;Thlaspi caerulescens J. et C. Presl subsp. calaminare (Lej.) Dvoráková;TX2009083117362875;Sci;Thlaspi caerulescens subsp. calaminare
Thlaspi perfoliatum L.;INBSYS0000013905;VP;Thlaspi perfoliatum L.;INBSYS0000013905;Sci;Thlaspi perfoliatum
Thrombium epigaeum (Pers.) Wallr.;INBSYS0000058023;LI;Thrombium epigaeum (Pers.) Wallr.;INBSYS0000058023;Sci;Thrombium epigaeum
Thuidium;INBSYS0000002036;BR;Thuidium;INBSYS0000002036;Sci;Thuidium
Thuidium assimile (Mitt.) A.Jaeger;INBSYS0000001436;BR;Thuidium assimile (Mitt.) A.Jaeger;INBSYS0000001436;Sci;Thuidium assimile
Thuidium delicatulum (Hedw.) Schimp.;INBSYS0000001344;BR;Thuidium delicatulum (Hedw.) Schimp.;INBSYS0000001344;Sci;Thuidium delicatulum
Thuidium recognitum (Hedw.) Lindb.;INBSYS0000001291;BR;Thuidium recognitum (Hedw.) Lindb.;INBSYS0000001291;Sci;Thuidium recognitum
Thuidium tamariscinum (Hedw.) Schimp.;INBSYS0000001345;BR;Thuidium tamariscinum (Hedw.) Schimp.;INBSYS0000001345;Sci;Thuidium tamariscinum
Thuja;INBSYS0000015859;VP;Thuja;INBSYS0000015859;Sci;Thuja
Thuja plicata Donn ex D. Don;INBSYS0000017200;VP;Thuja plicata Donn ex D. Don;INBSYS0000017200;Sci;Thuja plicata
Thymelaea passerina (L.) Coss. et Germ.;INBSYS0000008339;VP;Thymelaea passerina (L.) Coss. et Germ.;INBSYS0000008339;Sci;Thymelaea passerina
Thymus;INBSYS0000015860;VP;Thymus;INBSYS0000015860;Sci;Thymus
Thymus praecox Opiz;INBSYS0000008333;VP;Thymus praecox Opiz;INBSYS0000008333;Sci;Thymus praecox
Thymus praecox Opiz subsp. ligusticus (Briq.) Paiva et Salgueiro;TX2009083117363790;VP;Thymus praecox Opiz subsp. ligusticus (Briq.) Paiva et Salgueiro;TX2009083117363790;Sci;Thymus praecox subsp. ligusticus
Thymus pulegioides L.;INBSYS0000014585;VP;Thymus pulegioides L.;INBSYS0000014585;Sci;Thymus pulegioides
Thymus serpyllum L.;INBSYS0000014586;VP;Thymus serpyllum L.;INBSYS0000014586;Sci;Thymus serpyllum
Thymus vulgaris L.;INBSYS0000014897;VP;Thymus vulgaris L.;INBSYS0000014897;Sci;Thymus vulgaris
Thysselinum palustre (L.) Hoffmann;INBSYS0000009057;VP;Thysselinum palustre (L.) Hoffmann;INBSYS0000009057;Sci;Thysselinum palustre
Tilia;INBSYS0000014061;VP;Tilia;INBSYS0000014061;Sci;Tilia
Tilia ×europaea L.;TI2025042200003455;VP;Tilia ×europaea L.;TI2025042200003455;Sci;Tilia x europaea
Tilia cordata Mill.;INBSYS0000017201;VP;Tilia cordata Mill.;INBSYS0000017201;Sci;Tilia cordata
Tilia platyphyllos Scop.;INBSYS0000014062;VP;Tilia platyphyllos Scop.;INBSYS0000014062;Sci;Tilia platyphyllos
Tilia platyphyllos Scop. (incl. kruisingen);TX2009083117364706;VP;Tilia platyphyllos Scop. (incl. kruisingen);TX2009083117364706;Sci;Tilia platyphyllos kruisingen
Tilia tomentosa Moench;INBSYS0000015156;VP;Tilia tomentosa Moench;INBSYS0000015156;Sci;Tilia tomentosa
Tolmiea menziesii Torr. & A.Gray;TI2025042200003457;VP;Tolmiea menziesii Torr. & A.Gray;TI2025042200003457;Sci;Tolmiea menziesii
Tolypella (A. Braun) A. Braun;INBSYS0000003898;CH;Tolypella (A. Braun) A. Braun;INBSYS0000003898;Sci;Tolypella
Tolypella glomerata (Desv.) Leonh.;INBSYS0000003899;CH;Tolypella glomerata (Desv.) Leonh.;INBSYS0000003899;Sci;Tolypella glomerata
Tolypella intricata (Trentep. ex Roth) Leonh.;INBSYS0000003900;CH;Tolypella intricata (Trentep. ex Roth) Leonh.;INBSYS0000003900;Sci;Tolypella intricata
Tolypella prolifera (Ziz ex A. Braun) Leonh.;INBSYS0000003901;CH;Tolypella prolifera (Ziz ex A. Braun) Leonh.;INBSYS0000003901;Sci;Tolypella prolifera
Tomentypnum;INBSYS0000002037;BR;Tomentypnum;INBSYS0000002037;Sci;Tomentypnum
Tomentypnum nitens (Hedw.) Loeske;INBSYS0000001299;BR;Tomentypnum nitens (Hedw.) Loeske;INBSYS0000001299;Sci;Tomentypnum nitens
Toninia;TX2009083118165568;LI;Toninia;TX2009083118165568;Sci;Toninia
Toninia sedifolia (Scop.) Timdal;INBSYS0000058164;LI;Toninia sedifolia (Scop.) Timdal;INBSYS0000058164;Sci;Toninia sedifolia
Toniniopsis aromatica (Sm.) Kistenich, Timdal, Bendiksby & S. Ekman;TI2025042200003458;LI;Toniniopsis aromatica (Sm.) Kistenich, Timdal, Bendiksby & S. Ekman;TI2025042200003458;Sci;Toniniopsis aromatica
Torilis;INBSYS0000015862;VP;Torilis;INBSYS0000015862;Sci;Torilis
Torilis arvensis (Huds.) Link;INBSYS0000017204;VP;Torilis arvensis (Huds.) Link;INBSYS0000017204;Sci;Torilis arvensis
Torilis japonica (Houtt.) DC.;INBSYS0000014315;VP;Torilis japonica (Houtt.) DC.;INBSYS0000014315;Sci;Torilis japonica
Torilis leptophylla (L.) Reichenb. f.;INBSYS0000008321;VP;Torilis leptophylla (L.) Reichenb. f.;INBSYS0000008321;Sci;Torilis leptophylla
Torilis nodosa (L.) Gaertn.;INBSYS0000017205;VP;Torilis nodosa (L.) Gaertn.;INBSYS0000017205;Sci;Torilis nodosa
Tortella fasciculata (Culm.) Culm.;TI2025042200003461;BR;Tortella fasciculata (Culm.) Culm.;TI2025042200003461;Sci;Tortella fasciculata
Tortella flavovirens (Bruch) Broth.;INBSYS0000001141;BR;Tortella flavovirens (Bruch) Broth.;INBSYS0000001141;Sci;Tortella flavovirens
Tortella inclinata (R.Hedw.) Limpr.;INBSYS0000001469;BR;Tortella inclinata (R.Hedw.) Limpr.;INBSYS0000001469;Sci;Tortella inclinata
Tortella inflexa (Bruch) Broth.;INBSYS0000001142;BR;Tortella inflexa (Bruch) Broth.;INBSYS0000001142;Sci;Tortella inflexa
Tortella nitida (Lindb.) Broth.;INBSYS0000001425;BR;Tortella nitida (Lindb.) Broth.;INBSYS0000001425;Sci;Tortella nitida
Tortella tortuosa (Hedw.) Limpr.;INBSYS0000001281;BR;Tortella tortuosa (Hedw.) Limpr.;INBSYS0000001281;Sci;Tortella tortuosa
Tortula acaulon (With.) Zander;INBSYS0000002324;BR;Tortula acaulon (With.) Zander;INBSYS0000002324;Sci;Tortula acaulon
Tortula atrovirens (Sm.) Lindb.;INBSYS0000001517;BR;Tortula atrovirens (Sm.) Lindb.;INBSYS0000001517;Sci;Tortula atrovirens
Tortula canescens Mont.;INBSYS0000001745;BR;Tortula canescens Mont.;INBSYS0000001745;Sci;Tortula canescens
Tortula cernua (Huebener) Lindb.;INBSYS0000001381;BR;Tortula cernua (Huebener) Lindb.;INBSYS0000001381;Sci;Tortula cernua
Tortula cuneifolia (Dicks.) Turner;INBSYS0000001189;BR;Tortula cuneifolia (Dicks.) Turner;INBSYS0000001189;Sci;Tortula cuneifolia
Tortula inermis (Brid.) Mont.;INBSYS0000001112;BR;Tortula inermis (Brid.) Mont.;INBSYS0000001112;Sci;Tortula inermis
Tortula lindbergii Broth.;TI2025042200003464;BR;Tortula lindbergii Broth.;TI2025042200003464;Sci;Tortula lindbergii
Tortula marginata (Bruch & Schimp.) Spruce;INBSYS0000001135;BR;Tortula marginata (Bruch & Schimp.) Spruce;INBSYS0000001135;Sci;Tortula marginata
Tortula modica R.H.Zander;INBSYS0000001759;BR;Tortula modica R.H.Zander;INBSYS0000001759;Sci;Tortula modica
Tortula muralis Hedw.;INBSYS0000001680;BR;Tortula muralis Hedw.;INBSYS0000001680;Sci;Tortula muralis
Tortula protobryoides Zander;INBSYS0000002325;BR;Tortula protobryoides Zander;INBSYS0000002325;Sci;Tortula protobryoides
Tortula subulata Hedw.;INBSYS0000001681;BR;Tortula subulata Hedw.;INBSYS0000001681;Sci;Tortula subulata
Tortula truncata (Hedw.) Mitt.;INBSYS0000001306;BR;Tortula truncata (Hedw.) Mitt.;INBSYS0000001306;Sci;Tortula truncata
Tortula vahliana (Schultz) Mont.;INBSYS0000001506;BR;Tortula vahliana (Schultz) Mont.;INBSYS0000001506;Sci;Tortula vahliana
Trachycarpus fortunei (Hook.) H.Wendl.;TI2025042200003466;VP;Trachycarpus fortunei (Hook.) H.Wendl.;TI2025042200003466;Sci;Trachycarpus fortunei
Tragopogon;INBSYS0000015865;VP;Tragopogon;INBSYS0000015865;Sci;Tragopogon
Tragopogon dubius Scop.;INBSYS0000008315;VP;Tragopogon dubius Scop.;INBSYS0000008315;Sci;Tragopogon dubius
Tragopogon porrifolius L.;INBSYS0000014803;VP;Tragopogon porrifolius L.;INBSYS0000014803;Sci;Tragopogon porrifolius
Tragopogon pratensis L.;INBSYS0000014800;VP;Tragopogon pratensis L.;INBSYS0000014800;Sci;Tragopogon pratensis
Tragopogon pratensis L. subsp. orientalis (L.) Celak.;TX2009083117371053;VP;Tragopogon pratensis L. subsp. orientalis (L.) Celak.;TX2009083117371053;Sci;Tragopogon pratensis subsp. orientalis
Tragopogon pratensis L. subsp. pratensis;TX2009083117371253;VP;Tragopogon pratensis L. subsp. pratensis;TX2009083117371253;Sci;Tragopogon pratensis subsp. pratensis
Tragopogon x mirabilis Rouy;INBSYS0000014804;VP;Tragopogon x mirabilis Rouy;INBSYS0000014804;Sci;Tragopogon x mirabilis
Trapa natans L.;INBSYS0000016433;VP;Trapa natans L.;INBSYS0000016433;Sci;Trapa natans
Trapelia;TX2009083118170068;LI;Trapelia;TX2009083118170068;Sci;Trapelia
Trapelia coarctata (Turner) M. Choisy;TI2025042200003469;LI;Trapelia coarctata (Turner) M. Choisy;TI2025042200003469;Sci;Trapelia coarctata
Trapelia glebulosa (Sm.) J.R. Laundon;TI2025042200003470;LI;Trapelia glebulosa (Sm.) J.R. Laundon;TI2025042200003470;Sci;Trapelia glebulosa
Trapelia obtegens (Th. Fr.) Hertel;INBSYS0000058881;LI;Trapelia obtegens (Th. Fr.) Hertel;INBSYS0000058881;Sci;Trapelia obtegens
Trapelia placodioides Coppins & P. James;INBSYS0000058882;LI;Trapelia placodioides Coppins & P. James;INBSYS0000058882;Sci;Trapelia placodioides
Trapeliopsis;TX2009083118170684;LI;Trapeliopsis;TX2009083118170684;Sci;Trapeliopsis
Trapeliopsis flexuosa (Fr.) Coppins & P. James;INBSYS0000058884;LI;Trapeliopsis flexuosa (Fr.) Coppins & P. James;INBSYS0000058884;Sci;Trapeliopsis flexuosa
Trapeliopsis gelatinosa (Flörke) Coppins & P. James;INBSYS0000058885;LI;Trapeliopsis gelatinosa (Flörke) Coppins & P. James;INBSYS0000058885;Sci;Trapeliopsis gelatinosa
Trapeliopsis granulosa (Hoffm.) Lumbsch;INBSYS0000057906;LI;Trapeliopsis granulosa (Hoffm.) Lumbsch;INBSYS0000057906;Sci;Trapeliopsis granulosa
Trapeliopsis percrenata (Nyl.) Gotth. Schneid.;TX2009083118170484;LI;Trapeliopsis percrenata (Nyl.) Gotth. Schneid.;TX2009083118170484;Sci;Trapeliopsis percrenata
Trapeliopsis pseudogranulosa Coppins & P. James;INBSYS0000058886;LI;Trapeliopsis pseudogranulosa Coppins & P. James;INBSYS0000058886;Sci;Trapeliopsis pseudogranulosa
Trematodon;INBSYS0000002040;BR;Trematodon;INBSYS0000002040;Sci;Trematodon
Trematodon ambiguus (Hedw.) Hornsch.;INBSYS0000001265;BR;Trematodon ambiguus (Hedw.) Hornsch.;INBSYS0000001265;Sci;Trematodon ambiguus
Trichocolea;INBSYS0000002041;BR;Trichocolea;INBSYS0000002041;Sci;Trichocolea
Trichocolea tomentella (Ehrh.) Dumort.;INBSYS0000001194;BR;Trichocolea tomentella (Ehrh.) Dumort.;INBSYS0000001194;Sci;Trichocolea tomentella
Trichodon cylindricus (Hedw.) Schimp.;INBSYS0000001346;BR;Trichodon cylindricus (Hedw.) Schimp.;INBSYS0000001346;Sci;Trichodon cylindricus
Trichophorum alpinum (L.) Pers.;INBSYS0000013666;VP;Trichophorum alpinum (L.) Pers.;INBSYS0000013666;Sci;Trichophorum alpinum
Trichostomum brachydontium Bruch;INBSYS0000001587;BR;Trichostomum brachydontium Bruch;INBSYS0000001587;Sci;Trichostomum brachydontium
Trichostomum crispulum Bruch;INBSYS0000001588;BR;Trichostomum crispulum Bruch;INBSYS0000001588;Sci;Trichostomum crispulum
Trientalis;INBSYS0000015867;VP;Trientalis;INBSYS0000015867;Sci;Trientalis
Trifolium;INBSYS0000015251;VP;Trifolium;INBSYS0000015251;Sci;Trifolium
Trifolium alexandrinum L.;INBSYS0000015000;VP;Trifolium alexandrinum L.;INBSYS0000015000;Sci;Trifolium alexandrinum
Trifolium alpestre L.;INBSYS0000016648;VP;Trifolium alpestre L.;INBSYS0000016648;Sci;Trifolium alpestre
Trifolium arvense L.;INBSYS0000014128;VP;Trifolium arvense L.;INBSYS0000014128;Sci;Trifolium arvense
Trifolium aureum Pollich;INBSYS0000014138;VP;Trifolium aureum Pollich;INBSYS0000014138;Sci;Trifolium aureum
Trifolium campestre Schreb.;INBSYS0000017209;VP;Trifolium campestre Schreb.;INBSYS0000017209;Sci;Trifolium campestre
Trifolium diffusum Ehrh.;INBSYS0000016649;VP;Trifolium diffusum Ehrh.;INBSYS0000016649;Sci;Trifolium diffusum
Trifolium dubium Sibth.;INBSYS0000014139;VP;Trifolium dubium Sibth.;INBSYS0000014139;Sci;Trifolium dubium
Trifolium fragiferum L.;INBSYS0000014136;VP;Trifolium fragiferum L.;INBSYS0000014136;Sci;Trifolium fragiferum
Trifolium hybridum L.;INBSYS0000014134;VP;Trifolium hybridum L.;INBSYS0000014134;Sci;Trifolium hybridum
Trifolium hybridum L. subsp. elegans (Savi) Aschers. et Graebn.;TX2009083117373815;VP;Trifolium hybridum L. subsp. elegans (Savi) Aschers. et Graebn.;TX2009083117373815;Sci;Trifolium hybridum subsp. elegans
Trifolium incarnatum L.;INBSYS0000014923;VP;Trifolium incarnatum L.;INBSYS0000014923;Sci;Trifolium incarnatum
Trifolium medium L.;INBSYS0000014126;VP;Trifolium medium L.;INBSYS0000014126;Sci;Trifolium medium
Trifolium michelianum Savi;TI2025042200003472;VP;Trifolium michelianum Savi;TI2025042200003472;Sci;Trifolium michelianum
Trifolium micranthum Viv.;INBSYS0000014140;VP;Trifolium micranthum Viv.;INBSYS0000014140;Sci;Trifolium micranthum
Trifolium montanum L.;INBSYS0000008304;VP;Trifolium montanum L.;INBSYS0000008304;Sci;Trifolium montanum
Trifolium ochroleucon Huds.;TI2025042200003473;VP;Trifolium ochroleucon Huds.;TI2025042200003473;Sci;Trifolium ochroleucon
Trifolium ornithopodioides (L.) Sm.;TI2025042200003474;VP;Trifolium ornithopodioides (L.) Sm.;TI2025042200003474;Sci;Trifolium ornithopodioides
Trifolium patens Schreb.;INBSYS0000017210;VP;Trifolium patens Schreb.;INBSYS0000017210;Sci;Trifolium patens
Trifolium pratense L.;INBSYS0000014125;VP;Trifolium pratense L.;INBSYS0000014125;Sci;Trifolium pratense
Trifolium repens L.;INBSYS0000014135;VP;Trifolium repens L.;INBSYS0000014135;Sci;Trifolium repens
Trifolium resupinatum L.;INBSYS0000014137;VP;Trifolium resupinatum L.;INBSYS0000014137;Sci;Trifolium resupinatum
Trifolium resupinatum L. var. majus Boiss.;TX2009083117375746;VP;Trifolium resupinatum L. var. majus Boiss.;TX2009083117375746;Sci;Trifolium resupinatum var. majus
Trifolium rubens L.;INBSYS0000008295;VP;Trifolium rubens L.;INBSYS0000008295;Sci;Trifolium rubens
Trifolium scabrum L.;INBSYS0000014130;VP;Trifolium scabrum L.;INBSYS0000014130;Sci;Trifolium scabrum
Trifolium squamosum L.;INBSYS0000014127;VP;Trifolium squamosum L.;INBSYS0000014127;Sci;Trifolium squamosum
Trifolium striatum L.;INBSYS0000014129;VP;Trifolium striatum L.;INBSYS0000014129;Sci;Trifolium striatum
Trifolium subterraneum L.;INBSYS0000014131;VP;Trifolium subterraneum L.;INBSYS0000014131;Sci;Trifolium subterraneum
Trifolium suffocatum L.;TI2025042200003475;VP;Trifolium suffocatum L.;TI2025042200003475;Sci;Trifolium suffocatum
Trifolium tomentosum L.;INBSYS0000015008;VP;Trifolium tomentosum L.;INBSYS0000015008;Sci;Trifolium tomentosum
Triglochin;INBSYS0000015868;VP;Triglochin;INBSYS0000015868;Sci;Triglochin
Triglochin maritima L.;INBSYS0000016258;VP;Triglochin maritima L.;INBSYS0000016258;Sci;Triglochin maritima
Triglochin palustris L.;INBSYS0000016259;VP;Triglochin palustris L.;INBSYS0000016259;Sci;Triglochin palustris
Trigonella;INBSYS0000015869;VP;Trigonella;INBSYS0000015869;Sci;Trigonella
Trinia glauca (L.) Dum.;INBSYS0000008291;VP;Trinia glauca (L.) Dum.;INBSYS0000008291;Sci;Trinia glauca
Tripleurospermum inodorum (L.) Schultz-Bip.;TI2025042200003483;VP;Tripleurospermum inodorum (L.) Schultz-Bip.;TI2025042200003483;Sci;Tripleurospermum inodorum
Tripleurospermum maritimum (L.) Koch;TX2009083118225287;VP;Tripleurospermum maritimum (L.) Koch;TX2009083118225287;Sci;Tripleurospermum maritimum
Trisetum;INBSYS0000015870;VP;Trisetum;INBSYS0000015870;Sci;Trisetum
Trisetum flavescens (L.) Beauv.;INBSYS0000008290;VP;Trisetum flavescens (L.) Beauv.;INBSYS0000008290;Sci;Trisetum flavescens
Triticum;INBSYS0000015871;VP;Triticum;INBSYS0000015871;Sci;Triticum
Triticum aestivum L.;INBSYS0000013803;VP;Triticum aestivum L.;INBSYS0000013803;Sci;Triticum aestivum
Triticum durum Desf.;INBSYS0000015161;VP;Triticum durum Desf.;INBSYS0000015161;Sci;Triticum durum
Triticum monococcum L.;INBSYS0000016652;VP;Triticum monococcum L.;INBSYS0000016652;Sci;Triticum monococcum
Triticum spelta L.;INBSYS0000016653;VP;Triticum spelta L.;INBSYS0000016653;Sci;Triticum spelta
Triticum turgidum L.;INBSYS0000015018;VP;Triticum turgidum L.;INBSYS0000015018;Sci;Triticum turgidum
Tritomaria;INBSYS0000002044;BR;Tritomaria;INBSYS0000002044;Sci;Tritomaria
Tritomaria exsecta (Schmidel) Schiffn. ex  Loeske;TI2025042200003486;BR;Tritomaria exsecta (Schmidel) Schiffn. ex  Loeske;TI2025042200003486;Sci;Tritomaria exsecta
Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske;TI2025042200003487;BR;Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske;TI2025042200003487;Sci;Tritomaria exsectiformis
Tritomaria quinquedentata (Huds.) H.Buch;INBSYS0000001379;BR;Tritomaria quinquedentata (Huds.) H.Buch;INBSYS0000001379;Sci;Tritomaria quinquedentata
Trocdaris verticillatum (L.) Raf.;TI2025042200003488;VP;Trocdaris verticillatum (L.) Raf.;TI2025042200003488;Sci;Trocdaris verticillatum
Tropaeolum majus L.;INBSYS0000015185;VP;Tropaeolum majus L.;INBSYS0000015185;Sci;Tropaeolum majus
Tsuga;INBSYS0000015872;VP;Tsuga;INBSYS0000015872;Sci;Tsuga
Tsuga canadensis (L.) Carr.;INBSYS0000022385;VP;Tsuga canadensis (L.) Carr.;INBSYS0000022385;Sci;Tsuga canadensis
Tsuga heterophylla (Rafin.) Sarg.;INBSYS0000008283;VP;Tsuga heterophylla (Rafin.) Sarg.;INBSYS0000008283;Sci;Tsuga heterophylla
Tuberaria;INBSYS0000015873;VP;Tuberaria;INBSYS0000015873;Sci;Tuberaria
Tuberaria guttata (L.) Fourr.;INBSYS0000013976;VP;Tuberaria guttata (L.) Fourr.;INBSYS0000013976;Sci;Tuberaria guttata
Tuckermannopsis chlorophylla (Willd.) Hale;INBSYS0000057528;LI;Tuckermannopsis chlorophylla (Willd.) Hale;INBSYS0000057528;Sci;Tuckermannopsis chlorophylla
Tulipa;INBSYS0000015199;VP;Tulipa;INBSYS0000015199;Sci;Tulipa
Tulipa sylvestris L.;INBSYS0000013590;VP;Tulipa sylvestris L.;INBSYS0000013590;Sci;Tulipa sylvestris
